VideoId,Title,PublishedAt,ChannelId,ChannelTitle,CategoryId,ViewCount,LikeCount,DislikeCount,CommentCount
Wdjh81uH6FU,"$1 vs $10,000,000 Job!",2023-11-25T17:00:00Z,UCX6OQ3DkcsbYNE6H8uQQuVA,MrBeast,Entertainment,81829959,3278688,0,57782
1ng4W73bMwA,ATUALIZANDO O JOGO QUE EU CRIEI DE BERSERK! (Parte Final),2023-11-25T15:00:01Z,UCjh-a_yuBwvhkiltrWrucjg,Renzk,Gaming,225801,24679,0,1223
T2BQG_8CFHI,Chefin - 10 CARROS (prod. LB Único),2023-11-23T22:00:08Z,UCDiQ-LZ8dfc3cmoGBxMDS7Q,Mainstreet Records,Entertainment,5267257,259655,0,12008
YZV3S63tg9Y,Josué Bom de Faixa -  Não Precisa Negar (Clipe Oficial),2023-11-24T14:41:50Z,UCeHciIF8MgNSx2fbNpQN2hQ,Josué Bom de Faixa,Music,1328349,44253,0,401
tdWXDXT7_pk,Randy Orton makes his earth-shattering return: Survivor Series: WarGames 2023 highlights,2023-11-26T04:50:00Z,UCJ5v_MCY6GNUBTO8-D3XoAg,WWE,Sports,3576469,97243,0,4419
G6DU9g7nYAQ,Simone Mendes - Caso Sem Nome (DVD Cintilante),2023-11-24T14:57:27Z,UCH7vP1JyEwTy-D-ikZUoCww,Simone Mendes,Music,2077630,19615,0,616
DqPN-vCS9ZM,🎙️ Entrevista Coletiva - Rogério Ceni,2023-11-25T09:11:47Z,UCcqRCjHozEb9CQHwf_cffdQ,TV BAHÊA,Sports,162854,5653,0,431
-ZfZNyMVmgI,"Thiago Silva falha em gol de Joelinton, e Newcastle massacra Chelsea no Inglês | melhores momentos",2023-11-25T17:14:17Z,UCw5-xj3AKqEizC7MvHaIPqA,ESPN Brasil,Sports,1171235,32691,0,1330
dNuZJj4IAA4,Meu escritório é na praia,2023-11-25T14:49:39Z,UCY8iijN1AkyDCh1Z9akcqUA,Funky Black Cat,Entertainment,123998,22055,0,1090
ejxEiCsehtw,COMIDAS DE RUA NA ÍNDIA | é tão suja quanto dizem?,2023-11-25T13:00:37Z,UCOJNw9aHGRkYuIOqwU7yK-Q,Mundo Sem Fim,Travel & Events,798527,61516,0,4115
