VideoId,Title,PublishedAt,ChannelId,ChannelTitle,CategoryId,ViewCount,LikeCount,DislikeCount,CommentCount
qK9k2J-ZkGU,乃木坂46『Monopoly』,2023-11-22T13:00:08Z,UCUzpZpX2wRYOk3J8QTFGxDg,乃木坂46 OFFICIAL YouTube CHANNEL,Music,1664832,44773,0,6351
10DImS4EOas,【難易度『激ムズ‼︎』】KinKi KidsがYouTube初企画で駐車対決｜前編,2023-11-23T09:00:00Z,UCexu4C8IfBuC5CH7R4PLHFQ,KinKi Kids,Entertainment,1116974,0,0,1457
vsiFxF4cKWY,PlayStation × King Gnu｜Play Has No Limits “限界突破” CM,2023-11-23T09:00:32Z,UCaghC0OZwAdidMrbvxkcrPg,PlayStation Japan,Gaming,818044,8471,0,0
WWYgc1MWufw,【BreakingDown10】試合後インタビュー / SATORU / サップ西成 / 超10人ニキ神 / 溝口勇児 / 瓜田純士 / 萩原裕介,2023-11-23T14:00:18Z,UCP4zT2rANBl529Nl42erGvQ,【公式】BreakingDown / ブレイキングダウン,Entertainment,370682,2208,0,553
CsG9bSHw61g,【元木大介🎊５年間のコーチ生活を語りつくす！～序章～】岡本・丸・中田・坂本！巨人の一流選手は練習の虫！【第１話】,2023-11-23T09:00:13Z,UCU77bY7q28jGPYlDn089gfg,ミスターパーフェクト槙原,Sports,484618,3816,0,184
iL3LjxeRpX4,SixTONES【帰ってきたアポなし旅~最終話~】ただメシ食って…温泉入る♨️,2023-11-24T13:02:07Z,UCwjAKjycHHT1QzHrQN5Stww,SixTONES,Music,920227,0,0,2654
XRMtfX9sTQ4,【信頼】こめおと溝口勇児の意外な絆、そして2人が朝倉未来について思うこと,2023-11-23T10:00:24Z,UCpR-DYTq7u9ELBbps4KQLcw,こめおチャンネル,Entertainment,222725,3173,0,150
PGuoqHS0n4g,【最終章】ホスト山本裕典、軍神と働くラスト営業でついに覚醒！コスプレ姿で売上がとんでもないことに！？│ニューヨーク×さらば青春の光 『#愛のハイエナ 』毎週火曜よる11時〜,2023-11-23T12:00:30Z,UCoCuQhqUurtZAuCnb-VlUow,ABEMA 愛のハイエナ【公式】,Entertainment,779268,5845,0,566
izsGMUM9Sj0,【レッツ粉々】ミキサー加賀美のなんでも粉にしてみよう！！,2023-11-23T13:00:07Z,UCwi4P78SVunSYAGrvC9aKcw,ROF-MAO / ろふまおチャンネル【にじさんじ】,Entertainment,467034,0,0,648
1A0MaQ3Qq6o,【ハイライト・11/23】ジャイアンツファンフェスタ2023【巨人】,2023-11-23T10:31:51Z,UCpj_nD9850tykDqIrjtIXdg,DRAMATIC BASEBALL 2023,Sports,310159,0,0,224
nbSqMZfm1XU,寿司に感激！初来日の外国人が感動した日本食と文化,2023-11-23T12:00:52Z,UCXz4C2UgKkskK8ZcEbgRDVA,日本食冒険記Tokyo Food Adventures,People & Blogs,601136,12711,0,334
Ukx2u83Mxk0,KO負け,2023-11-23T07:00:23Z,UCb3svNWYzLVCWZl4m7mdKuA,樋口武大,People & Blogs,256208,3785,0,830
